Open,High,Low,Close,TickVolume,Spread,datetime,Target_Close,Returns,Volatility,High_Low_Range,RSI,Cluster
3289.25,3290.21,3271.43,3274.02,5132,7,2025-05-01 01:00:00,3272.69,-0.0035917385569454005,0.3539764697088506,18.7800000000002,51.780589316365976,1
3274.28,3285.1,3269.83,3272.69,4855,7,2025-05-01 02:00:00,3246.51,-0.04062284286595608,0.3539764697088506,15.269999999999982,51.780589316365976,1
3273.13,3276.33,3241.21,3246.51,8490,7,2025-05-01 03:00:00,3238.92,-0.799953555026589,0.536927895731994,35.11999999999989,51.780589316365976,3
3246.51,3251.34,3234.38,3238.92,6694,7,2025-05-01 04:00:00,3241.58,-0.23378951551050742,0.39463869836685395,16.960000000000036,51.780589316365976,1
3238.95,3251.74,3235.17,3241.58,5156,7,2025-05-01 05:00:00,3229.51,0.08212614081235525,0.3902320696508037,16.56999999999971,51.780589316365976,1
3241.51,3242.56,3228.94,3229.51,6438,7,2025-05-01 06:00:00,3226.63,-0.3723492864590616,0.34249141494367047,13.61999999999989,51.780589316365976,2
3229.57,3231.98,3221.32,3226.63,5705,7,2025-05-01 07:00:00,3236.64,-0.08917761518001388,0.3153839545025957,10.659999999999854,51.780589316365976,2
3226.63,3238.83,3223.44,3236.64,6486,7,2025-05-01 08:00:00,3235.75,0.31023079807723786,0.3556700995043024,15.389999999999873,51.780589316365976,1
3236.67,3243.19,3233.87,3235.75,7645,5,2025-05-01 09:00:00,3230.12,-0.027497651885899366,0.332771717712745,9.320000000000164,51.780589316365976,2
3235.78,3236.96,3226.09,3230.12,6947,5,2025-05-01 10:00:00,3235.24,-0.17399366452909293,0.3114155068233265,10.86999999999989,51.780589316365976,2
3230.14,3236.76,3229.97,3235.24,5135,5,2025-05-01 11:00:00,3218.51,0.1585080430448471,0.3093343891914399,6.790000000000418,51.780589316365976,2
3235.24,3236.21,3215.28,3218.51,6597,5,2025-05-01 12:00:00,3223.02,-0.5171177408785588,0.3171010566425286,20.929999999999836,51.780589316365976,2
3218.48,3225.35,3213.57,3223.02,7233,5,2025-05-01 13:00:00,3205.58,0.14012695315532842,0.31410845823118416,11.779999999999745,51.780589316365976,2
3222.96,3227.09,3203.5,3205.58,7645,5,2025-05-01 14:00:00,3226.9,-0.5411074085795331,0.32159654197122206,23.590000000000146,19.727530077848158,3
3205.54,3232.65,3202.04,3226.9,11857,5,2025-05-01 15:00:00,3225.0,0.6650902488785304,0.3798931243608752,30.610000000000127,32.46501935099721,3
3226.83,3233.4,3218.9,3225.0,11448,5,2025-05-01 16:00:00,3219.17,-0.05888003966655342,0.36624996329128373,14.5,32.3278737122951,3
3225.07,3231.54,3214.39,3219.17,13145,5,2025-05-01 17:00:00,3216.46,-0.18077519379844365,0.35440837410556986,17.15000000000009,38.06947111188673,3
3219.17,3221.86,3205.02,3216.46,9627,5,2025-05-01 18:00:00,3219.64,-0.08418319007694741,0.34319139007172544,16.840000000000146,39.76298997265257,2
3216.46,3220.76,3209.03,3219.64,8025,7,2025-05-01 19:00:00,3214.69,0.09886645566865582,0.3363514714883701,11.730000000000018,40.04717837053154,2
3219.64,3220.95,3209.86,3214.69,6494,7,2025-05-01 20:00:00,3223.91,-0.15374389683318057,0.32717697759648323,11.08999999999969,42.812803103782585,2
3214.58,3226.91,3212.95,3223.91,5641,7,2025-05-01 21:00:00,3228.22,0.28680837032497575,0.32973679958330326,13.960000000000036,48.75730994152033,2
3223.91,3229.82,3223.91,3228.22,4845,7,2025-05-01 22:00:00,3237.89,0.13368859552531642,0.3246463443170195,5.910000000000309,45.94177752072481,2
3228.26,3239.49,3228.1,3237.89,3800,7,2025-05-01 23:00:00,3237.97,0.2995458797727668,0.32629562947985924,11.389999999999873,50.950942054745774,2
3238.74,3243.3,3232.66,3237.97,3256,7,2025-05-02 01:00:00,3237.35,0.002470744836902128,0.3189806822247523,10.640000000000327,53.66925306160604,2
3238.0,3241.55,3234.78,3237.35,2815,7,2025-05-02 02:00:00,3231.41,-0.019147799392826848,0.3120234708586505,6.769999999999982,51.029569630135725,2
3237.54,3244.36,3227.46,3231.41,6518,7,2025-05-02 03:00:00,3236.42,-0.18348340463650858,0.31326761480036275,16.90000000000009,57.03534031413597,2
3231.31,3237.52,3231.31,3236.42,6399,7,2025-05-02 04:00:00,3248.16,0.15504067883680417,0.27213707072626636,6.210000000000036,57.26838793664575,2
3236.5,3249.26,3235.9,3248.16,5838,7,2025-05-02 05:00:00,3254.98,0.36274649149368177,0.2782317944678323,13.360000000000127,74.61840888066612,2
3248.16,3258.64,3245.9,3254.98,5614,7,2025-05-02 06:00:00,3251.88,0.20996502635337588,0.2808393662226623,12.739999999999782,69.50541817171444,2
3254.99,3257.53,3250.57,3251.88,4394,7,2025-05-02 07:00:00,3251.81,-0.09523868042199402,0.2695824078891895,6.960000000000036,68.36567368133393,2
3251.88,3256.86,3249.65,3251.81,4485,7,2025-05-02 08:00:00,3252.89,-0.0021526009569949878,0.26850525142770243,7.210000000000036,74.20646692376154,2
3251.82,3262.38,3246.31,3252.89,6964,5,2025-05-02 09:00:00,3258.97,0.03321227254975412,0.2619316525234489,16.070000000000164,77.68657850737202,2
3252.88,3263.37,3251.56,3258.97,6411,5,2025-05-02 10:00:00,3258.18,0.18691071631686818,0.2638479822570355,11.809999999999945,78.62862134226245,2
3258.97,3261.59,3255.38,3258.18,5610,5,2025-05-02 11:00:00,3265.32,-0.024240787733542657,0.2605610390580831,6.210000000000036,83.69750503641714,2
3258.18,3267.08,3255.19,3265.32,6375,5,2025-05-02 12:00:00,3259.52,0.21914074728837107,0.2620862271644278,11.889999999999873,83.15452361889521,2
3265.3,3265.75,3257.37,3259.52,5959,5,2025-05-02 13:00:00,3262.74,-0.1776242450969634,0.23890854202669373,8.38000000000011,74.4760713168595,2
3259.52,3269.27,3258.19,3262.74,6263,5,2025-05-02 14:00:00,3250.45,0.098787551541335,0.23840187663290835,11.079999999999927,71.61245433988503,2
3262.76,3264.95,3250.31,3250.45,11835,5,2025-05-02 15:00:00,3250.49,-0.3766772712505473,0.2224664225077332,14.639999999999873,58.95265423242466,2
3250.37,3259.62,3239.51,3250.49,14801,5,2025-05-02 16:00:00,3262.9,0.0012305988401628554,0.181159273854688,20.109999999999673,59.505208333333194,2
3250.44,3264.64,3242.23,3262.9,13200,5,2025-05-02 17:00:00,3231.6,0.38178859187385505,0.19360915059838682,22.409999999999854,70.82947479825373,2
3262.9,3264.27,3230.27,3231.6,11493,5,2025-05-02 18:00:00,3224.98,-0.9592693616108372,0.2797905292422537,34.0,47.634471927758085,3
3231.64,3236.34,3222.51,3224.98,12184,5,2025-05-02 19:00:00,3231.42,-0.20485208565416135,0.28274587509032206,13.829999999999927,38.02190988011591,2
3224.97,3239.83,3223.53,3231.42,8856,7,2025-05-02 20:00:00,3226.41,0.19969116087541483,0.28484308800289454,16.299999999999727,37.777547208964606,2
3231.52,3232.48,3224.38,3226.41,6276,7,2025-05-02 21:00:00,3233.56,-0.1550401990456307,0.28487671806843706,8.099999999999909,37.04344287313052,2
3226.41,3234.57,3226.4,3233.56,5215,7,2025-05-02 22:00:00,3240.3,0.22160853704271677,0.2824782841681622,8.170000000000073,41.34003985954263,2
3233.74,3241.44,3232.62,3240.3,2619,7,2025-05-02 23:00:00,3239.5,0.20843899602915883,0.2842751038023613,8.820000000000164,44.33036116364966,2
3239.46,3244.54,3237.44,3239.5,4042,7,2025-05-05 01:00:00,3248.02,-0.024689071999506318,0.27784337588122865,7.099999999999909,40.79432624113497,2
3239.75,3252.33,3238.96,3248.02,4718,7,2025-05-05 02:00:00,3246.75,0.26300354993054054,0.2828883299426576,13.36999999999989,45.52344025378934,2
3248.11,3248.76,3241.1,3246.75,4540,7,2025-05-05 03:00:00,3264.73,-0.03910074445354628,0.2830171197688316,7.660000000000309,41.371619737942574,2
3246.75,3271.1,3246.57,3264.73,7997,7,2025-05-05 04:00:00,3270.2,0.5537845537845643,0.3003078284251458,24.529999999999745,52.17463895149845,1
3264.73,3272.33,3259.74,3270.2,6887,7,2025-05-05 05:00:00,3254.57,0.16754831180525454,0.3005211566245548,12.590000000000146,53.05637495902982,2
3270.01,3271.34,3253.09,3254.57,5879,7,2025-05-05 06:00:00,3256.59,-0.47795241881229966,0.3105459358729654,18.25,51.64300526399758,2
3254.57,3259.54,3253.68,3256.59,3939,7,2025-05-05 07:00:00,3259.7,0.062066571006313964,0.3078335499251292,5.860000000000127,52.39478643216094,2
3256.55,3261.99,3254.12,3259.7,4847,7,2025-05-05 08:00:00,3262.08,0.09549866578228983,0.30766218452846583,7.869999999999891,48.64475690326941,2
3259.86,3265.71,3256.81,3262.08,7109,5,2025-05-05 09:00:00,3264.81,0.07301285394361035,0.307910657250343,8.900000000000091,67.09670181736598,2
3262.12,3267.84,3258.82,3264.81,7027,5,2025-05-05 10:00:00,3282.7,0.08368893466745853,0.30822271353022396,9.019999999999982,73.36070381231667,2
3264.8,3283.0,3263.2,3282.7,8423,5,2025-05-05 11:00:00,3308.81,0.5479645063571903,0.32528186178032215,19.800000000000182,76.5149948293691,0
3282.75,3308.99,3282.34,3308.81,10658,5,2025-05-05 12:00:00,3313.3,0.7953818503061649,0.3603893288577311,26.649999999999636,84.97453310696108,0
3308.81,3318.67,3308.58,3313.3,9992,5,2025-05-05 13:00:00,3313.01,0.13569833263318287,0.3592372160462349,10.090000000000146,84.62741010943213,0
3313.29,3319.01,3311.43,3313.01,7676,5,2025-05-05 14:00:00,3319.67,-0.00875260314490145,0.3559907656848586,7.580000000000382,83.44833931364445,0
3312.94,3322.61,3312.91,3319.67,9859,5,2025-05-05 15:00:00,3315.63,0.20102565340882617,0.35697988506577205,9.700000000000273,84.99345264076848,0
3319.68,3321.02,3311.99,3315.63,9227,5,2025-05-05 16:00:00,3312.73,-0.1216988435597477,0.34666939604884095,9.0300000000002,80.71227400745008,0
3315.62,3328.86,3309.91,3312.73,11806,5,2025-05-05 17:00:00,3312.14,-0.08746452408743277,0.348052734796044,18.950000000000273,79.53446732318729,0
3312.74,3317.89,3309.14,3312.14,9177,5,2025-05-05 18:00:00,3309.83,-0.01781008413000995,0.34248366514636974,8.75,75.1351924504295,0
3312.08,3313.61,3305.66,3309.83,8683,5,2025-05-05 19:00:00,3317.15,-0.06974342871980399,0.266818589589107,7.950000000000273,71.73889193636877,0
3309.82,3318.2,3309.22,3317.15,7143,7,2025-05-05 20:00:00,3323.22,0.22115939489339986,0.2597286309122814,8.980000000000018,87.77160791887965,0
3317.15,3323.5,3313.97,3323.22,6212,7,2025-05-05 21:00:00,3328.84,0.1829884087243494,0.25952197097051716,9.5300000000002,88.34158130970178,0
3323.22,3337.64,3322.86,3328.84,7805,7,2025-05-05 22:00:00,3333.96,0.16911308911238265,0.2530981159707316,14.779999999999745,88.66890380313194,0
3328.81,3334.56,3328.81,3333.96,3524,7,2025-05-05 23:00:00,3330.74,0.1538073322839173,0.2524157778642945,5.75,89.00586064684168,0
3336.26,3338.0,3327.55,3330.74,3256,7,2025-05-06 01:00:00,3334.11,-0.0965818426135967,0.2558343384619605,10.449999999999818,85.58782251970173,0
3330.77,3334.98,3328.97,3334.11,3219,7,2025-05-06 02:00:00,3329.67,0.10117871704187209,0.25412896779082395,6.010000000000218,82.90871847394676,0
3334.11,3334.36,3323.49,3329.67,6463,7,2025-05-06 03:00:00,3379.65,-0.13316897162961583,0.25730527536771,10.870000000000346,68.47980155917769,0
3329.67,3381.76,3329.67,3379.65,14209,7,2025-05-06 04:00:00,3358.42,1.5010496535692752,0.3819703586751524,52.090000000000146,82.54684587461955,0
3379.65,3386.96,3356.54,3358.42,11243,7,2025-05-06 05:00:00,3360.35,-0.6281715562262424,0.40553567000046836,30.420000000000073,68.47888011719687,3
3358.43,3372.39,3352.58,3360.35,8605,7,2025-05-06 06:00:00,3363.12,0.05746749959802955,0.4055821906528124,19.809999999999945,67.21686135093938,0
3360.35,3366.04,3356.14,3363.12,5965,7,2025-05-06 07:00:00,3362.07,0.0824318895353171,0.38565347274861433,9.900000000000091,70.317446735689,0
3363.13,3363.9,3350.28,3362.07,7283,7,2025-05-06 08:00:00,3364.77,-0.031221009063009397,0.3869149380450268,13.61999999999989,71.4484437489132,0
3362.07,3367.9,3358.76,3364.77,8769,5,2025-05-06 09:00:00,3371.24,0.08030766759763441,0.38699242852238513,9.139999999999873,72.46649022453687,0
3364.77,3379.53,3364.77,3371.24,9020,5,2025-05-06 10:00:00,3377.2,0.19228654558853808,0.38695462278436055,14.760000000000218,75.31535988127624,0
3371.24,3383.17,3368.61,3377.2,8207,5,2025-05-06 11:00:00,3383.23,0.17678954924598145,0.3868535996801675,14.559999999999945,75.03543733844735,0
3377.19,3383.26,3371.44,3383.23,7520,5,2025-05-06 12:00:00,3383.7,0.17855027833708625,0.3772210691451358,11.820000000000164,75.02710818250064,0
3383.22,3383.84,3376.75,3383.7,7090,5,2025-05-06 13:00:00,3379.15,0.013892049904962178,0.349691971310154,7.0900000000001455,73.90622276451097,0
3383.71,3385.02,3373.87,3379.15,7882,5,2025-05-06 14:00:00,3391.1,-0.1344681857138541,0.35262346531412814,11.150000000000091,69.7906630463345,0
3379.2,3392.4,3373.2,3391.1,10485,5,2025-05-06 15:00:00,3391.78,0.35363922880014,0.3562805409910512,19.200000000000273,74.5565500406837,0
3391.1,3397.68,3387.85,3391.78,13513,5,2025-05-06 16:00:00,3386.39,0.020052490342381546,0.3559140517043302,9.829999999999927,73.98718908576677,0
3391.78,3398.08,3378.25,3386.39,13118,5,2025-05-06 17:00:00,3395.18,-0.15891360878359517,0.3569568332861624,19.829999999999927,73.40706503796636,0
3386.37,3399.83,3385.38,3395.18,8900,5,2025-05-06 18:00:00,3408.92,0.2595684489973049,0.35654192832179726,14.449999999999818,59.70989120920338,0
3395.18,3411.67,3394.78,3408.92,10437,5,2025-05-06 19:00:00,3414.05,0.40469135657019706,0.3607188822470516,16.889999999999873,84.83719646799138,0
3408.93,3417.83,3407.57,3414.05,9424,7,2025-05-06 20:00:00,3415.65,0.1504875444422238,0.3584578087250284,10.259999999999764,85.47832980972541,0
3414.05,3417.49,3410.29,3415.65,6853,7,2025-05-06 21:00:00,3423.16,0.046865160147047114,0.3582934859301911,7.199999999999818,85.25030197288979,0
3415.66,3424.16,3412.65,3423.16,6285,7,2025-05-06 22:00:00,3430.46,0.21987030287060616,0.3586426366073489,11.509999999999764,87.72384833889085,0
3423.08,3434.74,3419.32,3430.46,5750,7,2025-05-06 23:00:00,3381.92,0.2132532513817731,0.3589962605931973,15.419999999999618,88.38377936192587,0
3438.27,3438.27,3380.78,3381.92,10699,7,2025-05-07 01:00:00,3400.8,-1.4149705870349694,0.47710312699736773,57.48999999999978,54.18364149169549,3
3382.0,3404.52,3377.17,3400.8,7479,7,2025-05-07 02:00:00,3379.76,0.5582627619813652,0.4863572705083803,27.34999999999991,58.39499146272065,0
3400.84,3401.47,3361.0,3379.76,12426,7,2025-05-07 03:00:00,3374.76,-0.6186779581275004,0.5072513564199503,40.4699999999998,48.884746416404255,3
3379.48,3385.08,3360.26,3374.76,12068,7,2025-05-07 04:00:00,3390.61,-0.14793949866263034,0.507502168833297,24.81999999999971,47.20799500312318,3
3374.74,3393.71,3372.04,3390.61,9102,7,2025-05-07 05:00:00,3375.58,0.46966302788937764,0.41520780586850775,21.670000000000073,53.343057176196034,0
3390.61,3392.54,3370.1,3375.58,6348,7,2025-05-07 06:00:00,3382.12,-0.44328306705873066,0.4043418316372674,22.440000000000055,45.55249885373684,0
3375.58,3387.46,3375.26,3382.12,5213,7,2025-05-07 07:00:00,3387.9,0.1937444824296808,0.40581538044753335,12.199999999999818,47.32172562936667,0
3382.12,3389.44,3378.63,3387.9,6199,7,2025-05-07 08:00:00,3392.51,0.17089872624271862,0.40673484686280764,10.809999999999945,50.417750235157484,0
3387.98,3395.88,3387.45,3392.51,6974,5,2025-05-07 09:00:00,3387.91,0.13607249328493332,0.40704858859927806,8.430000000000291,49.243840271877765,0
3392.49,3397.49,3383.79,3387.91,7115,5,2025-05-07 10:00:00,3382.81,-0.1355928206549284,0.4084644916781124,13.699999999999818,43.72498655994262,0
3387.92,3388.66,3378.29,3382.81,7098,5,2025-05-07 11:00:00,3370.08,-0.15053528576615127,0.4085136238251992,10.36999999999989,40.66794121161425,0
3382.82,3385.17,3369.82,3370.08,6803,5,2025-05-07 12:00:00,3391.44,-0.37631436586742506,0.4145511195474135,15.349999999999909,37.236009187160384,0
3370.02,3393.46,3369.3,3391.44,8140,5,2025-05-07 13:00:00,3387.1,0.6338128471727655,0.4334425524475372,24.159999999999854,41.75504262840517,0
3391.43,3391.62,3383.74,3387.1,6427,5,2025-05-07 14:00:00,3390.9,-0.12796924020475053,0.4343677441912889,7.880000000000109,38.553326293558634,0
3386.87,3393.88,3384.1,3390.9,9308,5,2025-05-07 15:00:00,3394.37,0.11219036934251303,0.43383980999405675,9.7800000000002,53.103829669570004,0
3390.91,3398.0,3381.6,3394.37,12564,5,2025-05-07 16:00:00,3385.91,0.1023327140287078,0.4283180177732807,16.40000000000009,47.51257253384903,0
3394.36,3394.82,3375.4,3385.91,11939,5,2025-05-07 17:00:00,3385.23,-0.24923623529550243,0.43141974352228957,19.420000000000073,52.635638981743206,0
3385.91,3389.58,3381.99,3385.23,8734,5,2025-05-07 18:00:00,3386.91,-0.02008322725647327,0.43021384366549364,7.5900000000001455,54.65954606141511,0
3385.22,3389.8,3378.86,3386.91,6540,7,2025-05-07 19:00:00,3385.01,0.04962735176043953,0.4268161203576787,10.940000000000055,48.11570584640444,0
3386.92,3389.73,3383.81,3385.01,6109,7,2025-05-07 20:00:00,3384.62,-0.05609833151750676,0.4176499731617858,5.920000000000073,55.543797766020155,0
3384.98,3397.94,3376.06,3384.62,12303,7,2025-05-07 21:00:00,3372.01,-0.011521383984103295,0.41593727315435625,21.88000000000011,51.58428390367553,0
3384.64,3386.89,3363.83,3372.01,10956,7,2025-05-07 22:00:00,3364.44,-0.37256767377134015,0.42111709024366417,23.059999999999945,40.73253236906575,3
3372.01,3374.62,3363.66,3364.44,4230,7,2025-05-07 23:00:00,3370.04,-0.22449518239863187,0.4183712047082221,10.960000000000036,34.17521704814514,0
3366.2,3373.68,3364.89,3370.04,3441,7,2025-05-08 01:00:00,3376.51,0.1664467192162622,0.4170945713757735,8.789999999999964,40.03790835098675,0
3370.12,3377.2,3369.7,3376.51,2717,7,2025-05-08 02:00:00,3380.42,0.19198585179998062,0.30670509936827417,7.5,46.54074236766982,0
3376.51,3387.02,3373.88,3380.42,6141,7,2025-05-08 03:00:00,3408.67,0.11580004205524741,0.28373712649250415,13.139999999999873,56.286478599221894,0
3380.48,3409.77,3379.12,3408.67,10682,7,2025-05-08 04:00:00,3402.11,0.8356949728140384,0.3058035197926592,30.65000000000009,59.665656905643495,0
3408.74,3414.79,3402.11,3402.11,9047,7,2025-05-08 05:00:00,3396.95,-0.19245042787949806,0.3070994365876385,12.679999999999836,58.21565407772321,0
3402.08,3408.46,3395.58,3396.95,6816,7,2025-05-08 06:00:00,3382.09,-0.15167058090421737,0.2947236737295862,12.88000000000011,53.26286269010881,0
3396.88,3399.3,3382.03,3382.09,6245,7,2025-05-08 07:00:00,3355.23,-0.4374512430268207,0.2943374038229124,17.269999999999982,44.10182516810768,0
3382.09,3384.28,3354.74,3355.23,9951,7,2025-05-08 08:00:00,3329.96,-0.7941834782634438,0.33374024104645583,29.54000000000042,37.477551020408185,3
3355.21,3361.89,3320.35,3329.96,13717,5,2025-05-08 09:00:00,3342.98,-0.7531525409584461,0.36138507819051896,41.539999999999964,31.212183017200317,3
3329.96,3349.29,3327.31,3342.98,9738,5,2025-05-08 10:00:00,3339.37,0.39099568763589776,0.3713517090033167,21.980000000000018,36.13583285993818,0
3343.27,3344.22,3337.29,3339.37,6820,5,2025-05-08 11:00:00,3331.99,-0.10798748422067295,0.3711520308882533,6.929999999999836,35.74996877731978,0
3339.33,3344.38,3331.33,3331.99,7748,5,2025-05-08 12:00:00,3342.46,-0.2209997694175847,0.3721811636602588,13.050000000000182,34.25477173457786,0
3331.99,3346.71,3330.41,3342.46,8077,5,2025-05-08 13:00:00,3344.46,0.31422663333324774,0.373546576216297,16.300000000000182,41.04491181283712,0
3342.48,3345.53,3339.25,3344.46,5943,5,2025-05-08 14:00:00,3356.17,0.05983616857045959,0.34634102759443797,6.2800000000002,43.73353406097103,0
3344.42,3358.58,3343.11,3356.17,10333,5,2025-05-08 15:00:00,3356.09,0.3501312618479524,0.35573565707489,15.4699999999998,45.8104271129101,0
3356.17,3369.59,3354.74,3356.09,12090,5,2025-05-08 16:00:00,3356.51,-0.00238366948038804,0.35440425220473853,14.850000000000364,43.58426542666833,0
3356.06,3362.9,3350.9,3356.51,11875,5,2025-05-08 17:00:00,3330.78,0.012514563077870022,0.35328209445777103,12.0,42.31930613556062,0
3356.53,3360.06,3326.63,3330.78,12738,5,2025-05-08 18:00:00,3310.41,-0.7665700385221519,0.3809156008666995,33.429999999999836,24.567361065761247,3
3330.42,3330.42,3304.43,3310.41,12167,5,2025-05-08 19:00:00,3308.35,-0.6115684614414696,0.3965171274417153,25.990000000000236,22.535042530250465,3
3310.4,3311.22,3297.86,3308.35,10208,7,2025-05-08 20:00:00,3308.46,-0.06222794155406053,0.3954319491650101,13.359999999999673,22.961425781250128,3
3308.33,3311.0,3305.71,3308.46,6601,7,2025-05-08 21:00:00,3306.41,0.0033249202774809916,0.3958848820831833,5.289999999999964,25.306861627205194,1
3308.52,3310.02,3288.75,3306.41,8085,7,2025-05-08 22:00:00,3305.85,-0.061962363153855726,0.3955589003563142,21.269999999999982,30.358867074348353,3
3306.42,3310.87,3303.76,3305.85,3804,7,2025-05-08 23:00:00,3323.8,-0.016936798521660634,0.3914113291626611,7.109999999999673,37.89293964045401,1
3304.71,3324.0,3304.54,3323.8,4947,7,2025-05-09 01:00:00,3316.39,0.5429768440794458,0.4101484118219198,19.460000000000036,40.82296650717723,1
3323.74,3323.96,3312.28,3316.39,3882,7,2025-05-09 02:00:00,3322.15,-0.2229376015404183,0.4089213112419755,11.679999999999836,39.39058171745167,1
3316.52,3323.03,3308.83,3322.15,6767,7,2025-05-09 03:00:00,3291.36,0.17368282982399563,0.40843595499375385,14.200000000000273,45.388076490438905,1
3322.2,3322.43,3286.87,3291.36,11583,7,2025-05-09 04:00:00,3308.42,-0.9268094456902909,0.4422192149681741,35.559999999999945,29.881889763779782,3
3291.36,3308.59,3274.79,3308.42,11490,7,2025-05-09 05:00:00,3308.19,0.5183267706966088,0.416712428692341,33.80000000000018,37.31521892158256,3
3308.42,3313.52,3299.73,3308.19,7847,7,2025-05-09 06:00:00,3324.64,-0.006951958941125991,0.4170974793606624,13.789999999999964,31.62812069229608,1
3308.25,3327.45,3308.22,3324.64,5799,7,2025-05-09 07:00:00,3321.54,0.4972507625015332,0.4353029382415854,19.230000000000018,39.299081320176924,1
3324.64,3330.32,3312.95,3321.54,7775,7,2025-05-09 08:00:00,3325.5,-0.09324317820876837,0.4289368606291609,17.370000000000346,38.314509122502166,1
3321.56,3326.82,3315.42,3325.5,8632,5,2025-05-09 09:00:00,3327.24,0.11922180675230099,0.4019659796502195,11.400000000000091,47.93524167057713,0
3325.5,3332.28,3322.5,3327.24,9072,5,2025-05-09 10:00:00,3328.57,0.05232295895354344,0.37202204954360724,9.7800000000002,57.70392749244706,0
